SOURCE,type,trt_functional,order,replicates,insect_dens,insect_densSE,damagescore,damagescore_SE,application,app_SE,rate,cost,yield1,yield1_SE,yield2,yield2_SE,disease,dis_rating,disrating_SE,beneficial insect,beneficial insect value,beneficial insect_SE,,,,,,,,,,,,,,,
83,field,threshold,hemiptera,2,.,.,.,.,1.5,.,.,.,1116.25,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
83,field,threshold,hemiptera,3,.,.,.,.,2.33,.,.,.,1262.25,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
83,field,threshold,hemiptera,7,.,.,.,.,1.4,.,.,.,1357.58,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
84,specialty,standard,numerous,3,.,.,.,.,6,3.1,.,150.25,.,.,73.8,22.1,.,.,.,.,.,.,,,,,,,,,,,,,,,
84,specialty,standard,numerous,12,.,.,.,.,6.2,2.3,.,162.76,.,.,93.4,5.1,.,.,.,.,.,.,,,,,,,,,,,,,,,
84,specialty,standard,numerous,14,.,.,.,.,7,1.2,.,189.92,.,.,88.8,9.2,.,.,.,.,.,.,,,,,,,,,,,,,,,
84,specialty,standard,numerous,19,.,.,.,.,5.8,2.1,.,150.49,.,.,93.8,4.5,.,.,.,.,.,.,,,,,,,,,,,,,,,
84,specialty,threshold,numerous,6,.,.,.,.,5.6,2.9,.,118.36,.,.,71.2,21.0,.,.,.,.,.,.,,,,,,,,,,,,,,,
84,specialty,threshold,numerous,19,.,.,.,.,4.7,2.3,.,112.46,.,.,90,6.5,.,.,.,.,.,.,,,,,,,,,,,,,,,
84,specialty,threshold,numerous,19,.,.,.,.,4.9,2.1,.,135.19,.,.,90.4,6.1,.,.,.,.,.,.,,,,,,,,,,,,,,,
84,specialty,threshold,numerous,19,.,.,.,.,6.3,2,.,165,.,.,89.4,7.7,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,1739.61,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,1785.27,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,523,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,420.79,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,1876.85,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,control,lepidoptera,4,.,.,.,.,0,.,.,.,1695.54,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,control,lepidoptera,4,18.61,.,.,.,0,.,.,.,446.43,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,control,lepidoptera,4,1.78,.,.,.,0,.,.,.,2023.81,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,control,lepidoptera,4,1.75,.,.,.,0,.,.,.,1897.32,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,standard,lepidoptera,4,.,.,.,.,8,.,.,.,2002.97,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,standard,lepidoptera,4,.,.,.,.,8,.,.,.,1915.22,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,standard,lepidoptera,4,.,.,.,.,8,.,.,.,1442.88,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,standard,lepidoptera,4,.,.,.,.,8,.,.,.,993.19,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,standard,lepidoptera,4,.,.,.,.,8,.,.,.,2002.97,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,standard,lepidoptera,4,.,.,.,.,8,.,.,.,1871.91,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,standard,lepidoptera,4,14.69,.,.,.,8,.,.,.,1153.27,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,standard,lepidoptera,4,0.46,.,.,.,8,.,.,.,2142.86,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,standard,lepidoptera,4,0.21,.,.,.,8,.,.,.,2165.18,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,threshold,lepidoptera,4,.,.,.,.,2,.,.,.,1802.67,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,threshold,lepidoptera,4,.,.,.,.,4,.,.,.,1890.47,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,threshold,lepidoptera,4,.,.,.,.,0,.,.,.,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,threshold,lepidoptera,4,.,.,.,.,6,.,.,.,943.69,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,threshold,lepidoptera,4,.,.,.,.,3,.,.,.,1906.53,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,threshold,lepidoptera,4,.,.,.,.,4,.,.,.,1998.76,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,threshold,lepidoptera,4,13.81,.,.,.,7,.,.,.,1130.95,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,threshold,lepidoptera,4,1.13,.,.,.,2,.,.,.,2064.73,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
85,field,threshold,lepidoptera,4,1.24,.,.,.,3,.,.,.,2150.3,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
86,specialty,standard,Thysanoptera/Diptera,17,.,.,.,.,8.91,0.36,.,102.46,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
86,specialty,standard,Thysanoptera/Diptera,8,.,.,.,.,7.63,0.44,.,178.96,17.91,1.51,111.98,6.49,.,.,.,.,.,.,,,,,,,,,,,,,,,
86,specialty,threshold,Thysanoptera/Diptera,63,.,.,.,.,4.29,0.42,.,60.92,.,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
86,specialty,threshold,Thysanoptera/Diptera,8,.,.,.,.,4.78,0.76,.,118.28,17.6,1.14,120.71,8.13,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,control,acari,3,527,8.8,84,0.1,0,.,.,.,11.83,1.72,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,control,acari,3,735,11.3,98,0.1,0,.,.,.,10.77,2.26,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,control,acari,3,493,12.2,82,0.1,0,.,.,.,11.98,2.24,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,control,acari,3,630,12.8,96.5,1.3,0,.,.,.,11.55,1.29,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,standard,acari,3,10.6,1.7,1.5,0.1,8,.,190 L/ha,.,35.17,1.72,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,standard,acari,3,15.6,2.5,1,0.1,8,.,190 L/ha,.,36.03,1.59,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,standard,acari,3,11.6,3.1,1,0.1,8,.,190 L/ha,.,35.23,1.46,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,standard,acari,3,8.5,1.7,0.5,0.2,8,.,190 L/ha,.,31.21,2.32,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,threshold,acari,3,1.8,0.4,0.2,0.1,5,.,190 L/ha,.,32.84,1.81,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,threshold,acari,3,1.6,0.5,0.1,0.1,5,.,190 L/ha,.,34.22,1.37,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,threshold,acari,3,1.7,0.6,0,0.1,3,.,95 L/ha,.,35.5,1.59,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
87,specialty,threshold,acari,3,1.9,0.7,0.5,0.1,5,.,190 L/ha,.,36.43,2.12,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,control,lepidoptera,4,.,.,1.69,0.66,0,.,500-600 L/ha,.,74.69,11.49,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,control,lepidoptera,4,.,.,3.43,1.08,0,.,500-600 L/ha,.,81.92,3.94,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,control,lepidoptera,4,.,.,8.58,1.99,0,.,500-600 L/ha,.,67.61,9.17,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,control,lepidoptera,4,.,.,8.81,2.19,0,.,500-600 L/ha,.,71.54,5.24,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,standard,lepidoptera,4,.,.,0.34,0.28,3,.,500-600 L/ha,.,97.35,16.74,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,standard,lepidoptera,4,.,.,1.33,0.60,4,.,500-600 L/ha,.,93.15,4.26,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,standard,lepidoptera,4,.,.,1.33,0.63,3,.,500-600 L/ha,.,79.95,4.27,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,standard,lepidoptera,4,.,.,3.76,0.83,4,.,500-600 L/ha,.,85.95,16.37,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,threshold,lepidoptera,4,.,.,1.39,0.51,1,.,500-600 L/ha,.,88.48,6.89,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,threshold,lepidoptera,4,.,.,1.67,0.52,2,.,500-600 L/ha,.,87.50,7.22,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,threshold,lepidoptera,4,.,.,1.96,0.83,2,.,500-600 L/ha,.,75.14,10.48,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
88,specialty,threshold,lepidoptera,4,.,.,3.72,1.30,2,.,500-600 L/ha,.,74.82,16.70,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,control,lepidoptera,4,36.4,.,88.5,.,0,.,250L/ha,.,2.2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,control,lepidoptera,4,32.5,.,85,.,0,.,250L/ha,.,3.6,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,control,lepidoptera,4,32,.,82,.,0,.,250L/ha,.,1.8,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,control,lepidoptera,4,29.2,.,81.4,.,0,.,250L/ha,.,2.2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,control,lepidoptera,4,28.4,.,75.6,.,0,.,250L/ha,.,3.8,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,control,lepidoptera,4,24.1,.,76.5,.,0,.,250L/ha,.,4.2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,standard,lepidoptera,4,18.8,.,30,.,10,.,250L/ha,.,10.8,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,standard,lepidoptera,4,15.8,.,29.5,.,10,.,250L/ha,.,12.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,standard,lepidoptera,4,16.2,.,26.5,.,10,.,250L/ha,.,8.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,standard,lepidoptera,4,13.2,.,25.5,.,10,.,250L/ha,.,8.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,standard,lepidoptera,4,14,.,21.1,.,9,.,250L/ha,.,12.4,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,standard,lepidoptera,4,11.4,.,22,.,9,.,250L/ha,.,13,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,threshold,lepidoptera,4,3.1,.,15,.,8,.,250L/ha,.,16,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,threshold,lepidoptera,4,2.6,.,11.5,.,6,.,250L/ha,.,16.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,threshold,lepidoptera,4,1.8,.,8.5,.,6,.,250L/ha,.,12.5,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,threshold,lepidoptera,4,2.3,.,8,.,5,.,250L/ha,.,14,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,threshold,lepidoptera,4,0.9,.,7,.,5,.,250L/ha,.,16,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
89,specialty,threshold,lepidoptera,4,0.9,.,6.5,.,4,.,250L/ha,.,16.2,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
90,field,control,coleoptera,3,13.3,6.23,32.6,7.67,0,.,.,.,461.4,59.3,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
90,field,control,coleoptera,3,7.9,1.34,30.0,10.38,0,.,.,.,505.2,21.3,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
90,field,standard,coleoptera,3,11.5,2.27,32.2,5.69,9,.,.,.,655.8,71.7,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
90,field,standard,coleoptera,3,10.8,0.96,41.6,11.4,9,.,.,.,519.5,42.1,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
90,field,threshold,coleoptera,3,5.2,1.7,10.7,3.13,5,.,.,.,1024.8,54.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
90,field,threshold,coleoptera,3,8.1,0.33,21.4,5.02,5,.,.,.,760.8,61.3,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
91,field,control,lepidoptera,3,.,.,58.5,.,0,,.,.,1320,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
91,field,control,lepidoptera,3,.,.,32.3,.,0,,.,.,3773,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
91,field,control,lepidoptera,3,.,.,59.7,.,0,,.,.,2709,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
91,field,standard,lepidoptera,3,.,.,10.9,.,5,,.,.,2394,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
91,field,standard,lepidoptera,3,.,.,8.6,.,7,,.,.,4075,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
91,field,standard,lepidoptera,3,.,.,11.8,.,5,,.,.,4300,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
91,field,threshold,lepidoptera,3,.,.,18,.,2,,.,.,2384,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
91,field,threshold,lepidoptera,3,.,.,18.6,.,2,,.,.,4691,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
91,field,threshold,lepidoptera,3,.,.,28.3,.,1,,.,.,3527,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,control,lepidoptera,1,89.6,.,264.3,.,0,.,.,.,237,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,control,lepidoptera,1,26.5,.,101.2,.,0,.,.,.,496,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,control,lepidoptera,1,61.3,.,178.6,.,0,.,.,.,770,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,control,lepidoptera,1,17.9,.,31.4,.,0,.,.,.,629,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,standard,lepidoptera,5,15,.,45.4,.,6,.,.,.,781,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,standard,lepidoptera,5,7.9,.,16.1,.,6,.,.,.,878,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,standard,lepidoptera,5,2.89,.,26.6,.,6,.,.,.,911,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,standard,lepidoptera,5,4.4,.,12.8,.,6,.,.,.,1080,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,threshold,lepidoptera,5,14.3,.,40.4,.,5,.,.,.,1103,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,threshold,lepidoptera,5,8.6,.,23.3,.,3,.,.,.,936,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,threshold,lepidoptera,5,2.15,.,32.2,.,5,.,.,.,867,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
92,field,threshold,lepidoptera,5,3.6,.,0.1,.,3,.,.,.,1381,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,control,lepidoptera,1,.,.,0.74,.,0,.,.,.,44.04,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,control,lepidoptera,1,.,.,0.74,.,0,.,.,.,44.04,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,control,lepidoptera,1,.,.,1.17,.,0,.,.,.,44.04,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,control,lepidoptera,1,.,.,1.17,.,0,.,.,.,44.04,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,control,lepidoptera,1,.,.,5.45,.,0,.,.,.,44.04,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,control,lepidoptera,1,.,.,5.45,.,0,.,.,.,44.04,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,standard,lepidoptera,1,.,.,0.07,.,13,.,.,.,76.69,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,standard,lepidoptera,1,.,.,0.07,.,13,.,.,.,76.69,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,standard,lepidoptera,1,.,.,0.08,.,13,.,.,.,76.69,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,standard,lepidoptera,1,.,.,0.08,.,13,.,.,.,76.69,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,standard,lepidoptera,1,.,.,0.03,.,13,.,.,.,76.69,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,standard,lepidoptera,1,.,.,0.03,.,13,.,.,.,76.69,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,threshold,lepidoptera,1,.,.,0.26,.,5,.,.,.,73.56,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,threshold,lepidoptera,1,.,.,0.26,.,3,.,.,.,73.56,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,threshold,lepidoptera,1,.,.,0.17,.,5,.,.,.,73.56,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,threshold,lepidoptera,1,.,.,0.17,.,3,.,.,.,73.56,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,threshold,lepidoptera,1,.,.,0.73,.,5,.,.,.,73.56,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
93,specialty,threshold,lepidoptera,1,.,.,0.73,.,3,.,.,.,73.56,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
94,specialty,control,lepidoptera,4,.,.,5.01,.,0,.,.,0,.,.,0,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
94,specialty,standard,lepidoptera,4,.,.,3.2,.,19,.,.,151.34,.,.,53,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
94,specialty,standard,lepidoptera,4,0.19,.,1.3,.,12,.,.,75.64,.,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
94,specialty,standard,lepidoptera,4,.,.,1.06,.,10,.,.,60,.,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
94,specialty,threshold,lepidoptera,4,.,.,3.6,.,12,.,.,89.69,.,.,71,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
94,specialty,threshold,lepidoptera,4,1.03,.,2.8,.,5,.,.,38.78,.,.,70,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
94,specialty,threshold,lepidoptera,4,.,.,1.59,.,4,.,.,24,.,.,100,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
95,specialty,control,lepidoptera,6,.,.,0.8,0.1,0,.,0,.,38.1,4.5,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
95,specialty,control,lepidoptera,6,.,.,0.612,0.177,0,.,.,.,47.8,3.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
95,specialty,standard,lepidoptera,6,.,.,0.1,0.1,7,.,900 ml/ha,.,51.2,4.5,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
95,specialty,standard,lepidoptera,6,.,.,0.005,0.177,5,.,700 ml/ha,.,44.2,3.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
95,specialty,threshold,lepidoptera,6,.,.,0.1,0.1,7,.,900 ml/ha,.,48,4.5,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
95,specialty,threshold,lepidoptera,6,.,.,0.005,0.177,3,.,700 ml/ha,.,47.3,3.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
96,specialty,control,lepidoptera,3,.,.,23.13,.,0,.,208 ml a.i/ha,0,64.19,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
96,specialty,standard,lepidoptera,3,.,.,20.14,.,3,.,207 ml a.i/ha,639,67.73,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
96,specialty,threshold,lepidoptera,3,.,.,16.67,.,3,.,203 ml a.i/ha,639,85.25,.,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
97,specialty,control,lepidoptera,5,.,.,9.7,.,0,.,54 g a.i/ha,0,.,.,90.3,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
97,specialty,standard,lepidoptera,5,.,.,0.6,.,7,.,50 g a.i/ha,171.5,.,.,99.4,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
97,specialty,threshold,lepidoptera,5,.,.,1.4,.,6,.,51 g a.i/ha,147,.,.,98.6,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
98,specialty,control,hemiptera,3,10.61571125,1.889596603,31.82,2.22,0,.,.,.,.,.,68.18,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
98,specialty,control,hemiptera,3,5.382165605,2.027600849,25.95,2.28,0,.,.,.,.,.,74.05,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
98,specialty,standard,hemiptera,3,1.061571125,0.42462845,6,1.19,14,.,.,.,.,.,94,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
98,specialty,standard,hemiptera,3,2.038216561,0.445859873,11.16,1.52,10,.,.,.,.,.,88.84,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
98,specialty,threshold,hemiptera,3,0.721868365,0.25477707,5.83,1.07,1,.,.,.,.,.,94.17,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
98,specialty,threshold,hemiptera,3,3.036093418,0.67940552,8.54,1.28,5.5,.,.,.,.,.,91.46,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
99,field,control,lepidoptera,3,2.83,.,.,.,0,.,35g/ha,.,2632,217.5,,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
99,field,control,lepidoptera,3,5,.,.,.,0,.,35g/ha,.,2570.79,123.9,,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
99,field,standard,lepidoptera,3,0.02,.,.,.,13,.,35g/ha,.,2126,104,,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
99,field,standard,lepidoptera,3,0.28,.,.,.,12,.,35g/ha,.,3014.74,299.41,,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
99,field,threshold,lepidoptera,3,3.62,.,.,.,2,.,35g/ha,.,3087,402.67,,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
99,field,threshold,lepidoptera,3,2.64,.,.,.,1,.,35g/ha,.,2893.77,265.52,,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
100,field,control,lepidoptera,3,2.8,.,.,.,0,.,35g/ha,.,2348,160,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
100,field,control,lepidoptera,3,4.6,.,.,.,0,.,35g/ha,.,713,141,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
100,field,standard,lepidoptera,3,0.18,.,.,.,11,.,35g/ha,.,3419,207,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
100,field,standard,lepidoptera,3,0.11,.,.,.,13,.,35g/ha,.,2188,207,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
100,field,threshold,lepidoptera,3,0.7,.,.,.,5,.,35g/ha,.,4255,151,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
100,field,threshold,lepidoptera,3,1.4,.,.,.,5,.,35g/ha,.,2329,141,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
101,field,control,hemiptera,4,43,0.72,.,.,0,.,.,.,2292.92,72.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
101,field,control,hemiptera,6,424.16,1.22,.,.,0,.,.,.,2260,105.11,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
101,field,control,hemiptera,4,198,1.35,.,.,0,.,.,.,2181,240.81,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
101,field,standard,hemiptera,4,4.5,0.72,.,.,3,.,.,.,2115.68,72.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
101,field,standard,hemiptera,4,27.5,1.35,.,.,3,.,.,.,2883.8,240.81,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
101,field,threshold,hemiptera,4,11,0.72,.,.,1,.,.,.,2248.34,72.2,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
101,field,threshold,hemiptera,6,168.66,1.22,.,.,1,.,.,.,2300.03,105.11,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
101,field,threshold,hemiptera,4,201.75,1.35,.,.,1,.,.,.,2002.55,240.81,.,.,.,.,.,.,.,.,,,,,,,,,,,,,,,
102,specialty,control,lepidoptera,4,0.21,0.04,.,.,0,.,"840 g AI/ha, 3.66 x 10^9 International units/ha, 1.08 kg/ha",.,.,.,58,5,.,.,.,.,.,.,,,,,,,,,,,,,,,
102,specialty,control,lepidoptera,4,0.4,0.05,.,.,0,.,"840 g AI/ha, 3.66 x 10^9 International units/ha, 1.08 kg/ha",.,.,.,60,5,.,.,.,.,.,.,,,,,,,,,,,,,,,
102,specialty,control,lepidoptera,4,1.75,0.2,.,.,0,.,"840 g AI/ha, 3.66 x 10^9 International units/ha, 1.08 kg/ha",.,.,.,0,0,.,.,.,.,.,.,,,,,,,,,,,,,,,
102,specialty,control,lepidoptera,4,0.54,0.22,.,.,0,.,"840 g AI/ha, 3.66 x 10^9 International units/ha, 1.08 kg/ha",.,.,.,48,11,.,.,.,.,.,.,,,,,,,,,,,,,,,
102,specialty,standard,lepidoptera,4,0.4,0.01,.,.,2,.,"840 g AI/ha, 3.66 x 10^9 International units/ha, 1.08 kg/ha",.,.,.,85,3,.,.,.,.,.,.,,,,,,,,,,,,,,,
102,specialty,standard,lepidoptera,4,0.09,0.01,.,.,2,.,"840 g AI/ha, 3.66 x 10^9 International units/ha, 1.08 kg/ha",.,.,.,95,3,.,.,.,.,.,.,,,,,,,,,,,,,,,
